gutenberg_id	bytes	source_path	repo_path
10499	843	1/0/4/9/10499/10499-0.txt	books_txt/10499.txt
10524	621	1/0/5/2/10524/10524-0.txt	books_txt/10524.txt
10527	825	1/0/5/2/10527/10527-0.txt	books_txt/10527.txt
10535	949	1/0/5/3/10535/10535-0.txt	books_txt/10535.txt
10559	161	1/0/5/5/10559/10559-readme.txt	books_txt/10559.txt
10590	537	1/0/5/9/10590/LICENSE.txt	books_txt/10590.txt
10615	537	1/0/6/1/10615/LICENSE.txt	books_txt/10615.txt
10624	537	1/0/6/2/10624/LICENSE.txt	books_txt/10624.txt
10645	698	1/0/6/4/10645/10645-0.txt	books_txt/10645.txt
10659	537	1/0/6/5/10659/LICENSE.txt	books_txt/10659.txt
10743	537	1/0/7/4/10743/LICENSE.txt	books_txt/10743.txt
10832	537	1/0/8/3/10832/LICENSE.txt	books_txt/10832.txt
11191	537	1/1/1/9/11191/LICENSE.txt	books_txt/11191.txt
11247	537	1/1/2/4/11247/LICENSE.txt	books_txt/11247.txt
11261	299	1/1/2/6/11261/11261-0.txt	books_txt/11261.txt
11262	299	1/1/2/6/11262/11262-0.txt	books_txt/11262.txt
11318	537	1/1/3/1/11318/LICENSE.txt	books_txt/11318.txt
11323	537	1/1/3/2/11323/LICENSE.txt	books_txt/11323.txt
11438	537	1/1/4/3/11438/LICENSE.txt	books_txt/11438.txt
11482	537	1/1/4/8/11482/LICENSE.txt	books_txt/11482.txt
11755	239	1/1/7/5/11755/11755-0.txt	books_txt/11755.txt
11800	537	1/1/8/0/11800/LICENSE.txt	books_txt/11800.txt
12037	537	1/2/0/3/12037/LICENSE.txt	books_txt/12037.txt
12187	537	1/2/1/8/12187/LICENSE.txt	books_txt/12187.txt
12242	537	1/2/2/4/12242/LICENSE.txt	books_txt/12242.txt
12314	537	1/2/3/1/12314/LICENSE.txt	books_txt/12314.txt
12621	537	1/2/6/2/12621/LICENSE.txt	books_txt/12621.txt
12701	299	1/2/7/0/12701/12701-0.txt	books_txt/12701.txt
12747	537	1/2/7/4/12747/LICENSE.txt	books_txt/12747.txt
12793	537	1/2/7/9/12793/LICENSE.txt	books_txt/12793.txt
12986	537	1/2/9/8/12986/LICENSE.txt	books_txt/12986.txt
13150	537	1/3/1/5/13150/LICENSE.txt	books_txt/13150.txt
13172	537	1/3/1/7/13172/LICENSE.txt	books_txt/13172.txt
13340	537	1/3/3/4/13340/LICENSE.txt	books_txt/13340.txt
